id,name,value
1057,row 1057,3171
1058,row 1058,3174
1059,row 1059,3177
1060,row 1060,3180
1061,row 1061,3183
1062,row 1062,3186
1063,row 1063,3189
1064,row 1064,3192
1065,row 1065,3195
1066,row 1066,3198
1067,row 1067,3201
1068,row 1068,3204
1069,row 1069,3207
1070,row 1070,3210
1071,row 1071,3213
1072,row 1072,3216
1073,row 1073,3219
1074,row 1074,3222
1075,row 1075,3225
1076,row 1076,3228
1077,row 1077,3231
1078,row 1078,3234
1079,row 1079,3237
1080,row 1080,3240
1081,row 1081,3243
1082,row 1082,3246
1083,row 1083,3249
1084,row 1084,3252
1085,row 1085,3255
1086,row 1086,3258
1087,row 1087,3261
1088,row 1088,3264
1089,row 1089,3267
1090,row 1090,3270
1091,row 1091,3273
1092,row 1092,3276
1093,row 1093,3279
1094,row 1094,3282
1095,row 1095,3285
1096,row 1096,3288
1097,row 1097,3291
1098,row 1098,3294
1099,row 1099,3297
1100,row 1100,3300
1101,row 1101,3303
1102,row 1102,3306
1103,row 1103,3309
1104,row 1104,3312
1105,row 1105,3315
1106,row 1106,3318
1107,row 1107,3321
1108,row 1108,3324
1109,row 1109,3327
1110,row 1110,3330
1111,row 1111,3333
1112,row 1112,3336
1113,row 1113,3339
1114,row 1114,3342
1115,row 1115,3345
1116,row 1116,3348
1117,row 1117,3351
1118,row 1118,3354
1119,row 1119,3357
1120,row 1120,3360
1121,row 1121,3363
1122,row 1122,3366
1123,row 1123,3369
1124,row 1124,3372
1125,row 1125,3375
1126,row 1126,3378
1127,row 1127,3381
1128,row 1128,3384
1129,row 1129,3387
1130,row 1130,3390
1131,row 1131,3393
1132,row 1132,3396
1133,row 1133,3399
1134,row 1134,3402
1135,row 1135,3405
1136,row 1136,3408
1137,row 1137,3411
1138,row 1138,3414
1139,row 1139,3417
1140,row 1140,3420
1141,row 1141,3423
1142,row 1142,3426
1143,row 1143,3429
1144,row 1144,3432
1145,row 1145,3435
1146,row 1146,3438
1147,row 1147,3441
1148,row 1148,3444
1149,row 1149,3447
1150,row 1150,3450
1151,row 1151,3453
1152,row 1152,3456
1153,row 1153,3459
1154,row 1154,3462
1155,row 1155,3465
1156,row 1156,3468
1157,row 1157,3471
1158,row 1158,3474
1159,row 1159,3477
1160,row 1160,3480
1161,row 1161,3483
1162,row 1162,3486
1163,row 1163,3489
1164,row 1164,3492
1165,row 1165,3495
1166,row 1166,3498
1167,row 1167,3501
1168,row 1168,3504
1169,row 1169,3507
1170,row 1170,3510
1171,row 1171,3513
1172,row 1172,3516
1173,row 1173,3519
1174,row 1174,3522
1175,row 1175,3525
1176,row 1176,3528
1177,row 1177,3531
1178,row 1178,3534
1179,row 1179,3537
1180,row 1180,3540
1181,row 1181,3543
1182,row 1182,3546
1183,row 1183,3549
1184,row 1184,3552
1185,row 1185,3555
1186,row 1186,3558
1187,row 1187,3561
1188,row 1188,3564
1189,row 1189,3567
1190,row 1190,3570
1191,row 1191,3573
1192,row 1192,3576
1193,row 1193,3579
1194,row 1194,3582
1195,row 1195,3585
1196,row 1196,3588
1197,row 1197,3591
1198,row 1198,3594
1199,row 1199,3597
1200,row 1200,3600
1201,row 1201,3603
1202,row 1202,3606
1203,row 1203,3609
1204,row 1204,3612
1205,row 1205,3615
1206,row 1206,3618
1207,row 1207,3621
1208,row 1208,3624
1209,row 1209,3627
1210,row 1210,3630
1211,row 1211,3633
1212,row 1212,3636
1213,row 1213,3639
1214,row 1214,3642
1215,row 1215,3645
1216,row 1216,3648
1217,row 1217,3651
1218,row 1218,3654
1219,row 1219,3657
1220,row 1220,3660
1221,row 1221,3663
1222,row 1222,3666
1223,row 1223,3669
1224,row 1224,3672
1225,row 1225,3675
1226,row 1226,3678
1227,row 1227,3681
1228,row 1228,3684
1229,row 1229,3687
1230,row 1230,3690
1231,row 1231,3693
1232,row 1232,3696
1233,row 1233,3699
1234,row 1234,3702
1235,row 1235,3705
1236,row 1236,3708
1237,row 1237,3711
1238,row 1238,3714
1239,row 1239,3717
1240,row 1240,3720
1241,row 1241,3723
1242,row 1242,3726
1243,row 1243,3729
1244,row 1244,3732
1245,row 1245,3735
1246,row 1246,3738
1247,row 1247,3741
1248,row 1248,3744
1249,row 1249,3747
1250,row 1250,3750
1251,row 1251,3753
1252,row 1252,3756
1253,row 1253,3759
1254,row 1254,3762
1255,row 1255,3765
1256,row 1256,3768
1257,row 1257,3771
1258,row 1258,3774
1259,row 1259,3777
1260,row 1260,3780
1261,row 1261,3783
1262,row 1262,3786
1263,row 1263,3789
1264,row 1264,3792
1265,row 1265,3795
1266,row 1266,3798
1267,row 1267,3801
1268,row 1268,3804
1269,row 1269,3807
1270,row 1270,3810
1271,row 1271,3813
1272,row 1272,3816
1273,row 1273,3819
1274,row 1274,3822
1275,row 1275,3825
1276,row 1276,3828
1277,row 1277,3831
1278,row 1278,3834
1279,row 1279,3837
1280,row 1280,3840
1281,row 1281,3843
1282,row 1282,3846
1283,row 1283,3849
1284,row 1284,3852
1285,row 1285,3855
1286,row 1286,3858
1287,row 1287,3861
1288,row 1288,3864
1289,row 1289,3867
1290,row 1290,3870
1291,row 1291,3873
1292,row 1292,3876
1293,row 1293,3879
1294,row 1294,3882
1295,row 1295,3885
1296,row 1296,3888
1297,row 1297,3891
1298,row 1298,3894
1299,row 1299,3897
1300,row 1300,3900
1301,row 1301,3903
1302,row 1302,3906
1303,row 1303,3909
1304,row 1304,3912
1305,row 1305,3915
1306,row 1306,3918
1307,row 1307,3921
1308,row 1308,3924
1309,row 1309,3927
1310,row 1310,3930
1311,row 1311,3933
1312,row 1312,3936
1313,row 1313,3939
1314,row 1314,3942
1315,row 1315,3945
1316,row 1316,3948
1317,row 1317,3951
1318,row 1318,3954
1319,row 1319,3957
1320,row 1320,3960
1321,row 1321,3963
1322,row 1322,3966
1323,row 1323,3969
1324,row 1324,3972
1325,row 1325,3975
1326,row 1326,3978
1327,row 1327,3981
1328,row 1328,3984
1329,row 1329,3987
1330,row 1330,3990
1331,row 1331,3993
1332,row 1332,3996
1333,row 1333,3999
1334,row 1334,4002
1335,row 1335,4005
1336,row 1336,4008
1337,row 1337,4011
1338,row 1338,4014
1339,row 1339,4017
1340,row 1340,4020
1341,row 1341,4023
1342,row 1342,4026
1343,row 1343,4029
1344,row 1344,4032
1345,row 1345,4035
1346,row 1346,4038
1347,row 1347,4041
1348,row 1348,4044
1349,row 1349,4047
1350,row 1350,4050
1351,row 1351,4053
1352,row 1352,4056
1353,row 1353,4059
1354,row 1354,4062
1355,row 1355,4065
1356,row 1356,4068
1357,row 1357,4071
1358,row 1358,4074
1359,row 1359,4077
1360,row 1360,4080
1361,row 1361,4083
1362,row 1362,4086
1363,row 1363,4089
1364,row 1364,4092
1365,row 1365,4095
1366,row 1366,4098
1367,row 1367,4101
1368,row 1368,4104
1369,row 1369,4107
1370,row 1370,4110
1371,row 1371,4113
1372,row 1372,4116
1373,row 1373,4119
1374,row 1374,4122
1375,row 1375,4125
1376,row 1376,4128
1377,row 1377,4131
1378,row 1378,4134
1379,row 1379,4137
1380,row 1380,4140
1381,row 1381,4143
1382,row 1382,4146
1383,row 1383,4149
1384,row 1384,4152
1385,row 1385,4155
1386,row 1386,4158
1387,row 1387,4161
1388,row 1388,4164
1389,row 1389,4167
1390,row 1390,4170
1391,row 1391,4173
1392,row 1392,4176
1393,row 1393,4179
1394,row 1394,4182
1395,row 1395,4185
1396,row 1396,4188
1397,row 1397,4191
1398,row 1398,4194
1399,row 1399,4197
1400,row 1400,4200
1401,row 1401,4203
1402,row 1402,4206
1403,row 1403,4209
1404,row 1404,4212
1405,row 1405,4215
1406,row 1406,4218
1407,row 1407,4221
1408,row 1408,4224
1409,row 1409,4227
1410,row 1410,4230
1411,row 1411,4233
1412,row 1412,4236
1413,row 1413,4239
1414,row 1414,4242
1415,row 1415,4245
1416,row 1416,4248
1417,row 1417,4251
1418,row 1418,4254
1419,row 1419,4257
1420,row 1420,4260
1421,row 1421,4263
1422,row 1422,4266
1423,row 1423,4269
1424,row 1424,4272
1425,row 1425,4275
1426,row 1426,4278
1427,row 1427,4281
1428,row 1428,4284
1429,row 1429,4287
1430,row 1430,4290
1431,row 1431,4293
1432,row 1432,4296
1433,row 1433,4299
1434,row 1434,4302
1435,row 1435,4305
1436,row 1436,4308
1437,row 1437,4311
1438,row 1438,4314
1439,row 1439,4317
1440,row 1440,4320
1441,row 1441,4323
1442,row 1442,4326
1443,row 1443,4329
1444,row 1444,4332
1445,row 1445,4335
1446,row 1446,4338
1447,row 1447,4341
1448,row 1448,4344
1449,row 1449,4347
1450,row 1450,4350
1451,row 1451,4353
1452,row 1452,4356
1453,row 1453,4359
1454,row 1454,4362
1455,row 1455,4365
1456,row 1456,4368
1457,row 1457,4371
1458,row 1458,4374
1459,row 1459,4377
1460,row 1460,4380
1461,row 1461,4383
1462,row 1462,4386
1463,row 1463,4389
1464,row 1464,4392
1465,row 1465,4395
1466,row 1466,4398
1467,row 1467,4401
1468,row 1468,4404
1469,row 1469,4407
1470,row 1470,4410
1471,row 1471,4413
1472,row 1472,4416
1473,row 1473,4419
1474,row 1474,4422
1475,row 1475,4425
1476,row 1476,4428
1477,row 1477,4431
1478,row 1478,4434
1479,row 1479,4437
1480,row 1480,4440
1481,row 1481,4443
1482,row 1482,4446
1483,row 1483,4449
